,host_country,year,distance,style,month,week,median_pace,max_pace,n_ski,tourist
294,SWE,2016,30.0,CT,2,8,10.204563730434062,22.06783816918676,13450,0.03353159851301115
295,SWE,2016,45.0,CT,1,53,10.527683953999802,22.714526079641054,4180,0.06818181818181818
296,SWE,2016,90.0,CT,2,8,10.804321776749124,19.86876801373643,8202,0.0692514020970495
297,SWE,2016,90.0,CT,2,9,11.080711354309166,20.347924386108144,5735,0.08666085440278988
298,SWE,2016,90.0,CT,6,22,11.355670825739521,21.774193548387096,13659,0.2485540669155868
299,SWE,2017,30.0,CT,2,8,10.592389172224403,25.726536445926634,12859,0.03833890660237966
300,SWE,2017,45.0,CT,2,9,10.188358947310057,23.604837534605856,3718,0.05917159763313609
301,SWE,2017,90.0,CT,2,8,10.480010350627508,18.734821325315135,8096,0.07238142292490118
302,SWE,2017,90.0,CT,2,9,10.70685040150689,17.624979600718056,4209,0.08743169398907104
303,SWE,2017,90.0,CT,5,18,11.830862484481122,22.75600505689001,13541,0.22295251458533344
304,SWE,2017,90.0,FT,3,9,11.795116055907965,23.182598740698342,1382,0.138205499276411
305,SWE,2018,30.0,CT,2,8,9.39089620775352,23.642732049036777,12152,0.036290322580645164
306,SWE,2018,45.0,CT,2,9,9.465657783649512,20.600203458799594,3188,0.06994981179422835
307,SWE,2018,90.0,CT,2,8,10.480010350627508,18.734821325315135,8099,0.07297197184837634
308,SWE,2018,90.0,CT,2,9,10.70685040150689,17.624979600718056,4209,0.08743169398907104
309,SWE,2018,90.0,CT,4,14,11.160291410919347,20.408163265306122,13704,0.22861938120256858
310,USA,2013,23.0,CT,2,8,8.683796539066597,18.87824897400821,1033,0.015488867376573089
311,USA,2013,23.0,FT,2,8,11.43646408839779,22.003720435822483,1323,0.008314436885865457
312,USA,2013,50.0,FT,2,8,12.818686861763414,23.20185614849188,3954,0.024785027819929185
313,USA,2013,54.0,CT,2,8,10.224314649449699,18.95291020766306,1798,0.06618464961067853
314,USA,2014,23.0,CT,2,8,7.931034482758621,18.60256122219726,1009,0.013875123885034688
315,USA,2014,23.0,FT,2,8,8.993645820259598,19.5837275307474,1274,0.013343799058084773
316,USA,2014,50.0,FT,2,8,10.56276072874805,22.3075969760813,3736,0.02542826552462527
317,USA,2014,54.0,CT,2,8,9.654110843317302,17.900552486187845,1848,0.06060606060606061
318,USA,2015,25.0,CT,2,8,9.056148118333669,19.027484143763214,1137,0.0158311345646438
319,USA,2015,25.0,FT,2,8,11.28102281273502,21.377672209026127,1377,0.006535947712418301
320,USA,2015,50.0,FT,2,8,12.137559057211485,22.667170381564034,3664,0.02019650655021834
321,USA,2015,54.0,CT,2,8,10.701310172249507,18.581533167654367,1834,0.0648854961832061
322,USA,2016,23.0,FT,2,7,12.449255751014885,22.342147868321643,1318,0.006828528072837633
323,USA,2016,50.0,FT,2,7,21.2577591901959,23.888520238885203,84,0.23809523809523808
324,USA,2016,54.0,CT,2,7,10.117622594284143,19.17348850971496,1730,0.05722543352601156
325,USA,2017,28.0,CT,1,2,9.721753591132163,25.358490566037734,200,0.01
326,USA,2017,47.0,CT,1,2,13.321785686166443,35.786802030456855,317,0.025236593059936908
327,USA,2018,29.0,CT,2,8,8.905570246523927,18.15020862308762,887,0.03269447576099211
328,USA,2018,29.0,FT,2,8,11.22158590045748,20.951234196267308,1276,0.007053291536050157
329,USA,2018,50.0,FT,2,8,13.136768354984675,24.493128316777796,3655,0.02024623803009576
330,USA,2018,55.0,CT,2,8,10.653467344958226,19.691695673794133,1200,0.059166666666666666
